make_model_fac,panel_year,n_total,has_both,sample
Mixed|Diesel-Only|0-4yr,2000,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2001,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2002,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2003,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2004,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2005,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2006,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2007,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2008,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2009,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2010,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2011,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2012,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2013,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2014,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2015,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2016,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2017,2,0,Full incumbent (no CEM)
Mixed|Diesel-Only|0-4yr,2018,2,0,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,1990,15,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,1991,15,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,1992,15,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,1993,15,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,1994,15,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,1995,15,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,1996,15,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,1997,15,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,1998,15,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,1999,15,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2000,14,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2001,13,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,1990,30,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,1991,30,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,1992,30,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,1993,30,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,1994,30,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,1995,30,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,1996,30,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,1997,30,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,1998,30,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,1999,30,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2000,27,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2001,25,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2002,25,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2003,25,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2004,25,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2005,25,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2006,25,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2007,25,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2008,24,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2009,23,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2010,22,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2011,22,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2012,22,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2013,22,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2014,21,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2015,21,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2016,21,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2017,20,1,Full incumbent (no CEM)
All-DW|Diesel-Only|15-19yr,2018,20,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2002,12,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2003,11,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2004,11,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2005,11,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2006,11,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2007,11,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2008,11,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2009,11,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2010,11,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2011,10,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2012,10,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2013,10,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2014,10,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2015,10,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2016,10,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2017,10,1,Full incumbent (no CEM)
All-DW|Diesel-Only|25yr+,2018,10,1,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2004,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2005,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2006,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2007,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2008,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2009,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2010,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2011,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2012,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2013,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2014,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2015,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2016,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2017,29,0,Full incumbent (no CEM)
Mixed|Diesel-Only|25yr+,2018,29,0,Full incumbent (no CEM)
All-SW|Mixed-Or-Other|5-9yr,1991,4805,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,1992,5391,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,1993,5917,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,1994,5917,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,1995,5917,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,1996,5917,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,1997,5917,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,1998,5917,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,1999,5915,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2000,5843,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2001,5804,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2002,5756,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2003,5694,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2004,5647,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2005,5586,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2006,5515,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2007,5437,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2008,5362,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2009,5278,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2010,5218,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2011,5134,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2012,5046,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2013,4962,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2014,4899,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2015,4814,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2016,4748,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2017,4661,1,Reform-CEM primary
All-SW|Mixed-Or-Other|5-9yr,2018,4594,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,1990,2829,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,1991,2816,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,1992,2786,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,1993,2746,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,1994,3320,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,1995,3958,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,1996,4616,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,1997,5274,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,1998,5982,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,1999,5982,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2000,5958,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2001,5946,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2002,5931,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2003,5896,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2004,5871,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2005,5848,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2006,5815,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2007,5781,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2008,5740,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2009,5691,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2010,5652,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2011,5616,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2012,5563,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,1990,611,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,1991,725,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,1992,837,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,1993,919,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,1994,919,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,1995,919,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,1996,919,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,1997,919,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,1998,919,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,1999,919,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2000,904,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2001,891,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2002,881,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2003,862,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2004,844,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2005,832,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2006,823,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2007,813,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2008,795,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2009,779,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2010,760,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2011,745,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2012,733,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2013,725,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2014,707,1,Reform-CEM primary
All-DW|Diesel-Only|5-9yr,2015,697,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,1990,10893,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,1991,10893,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,1992,10893,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,1993,10893,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,1994,10893,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,1995,10893,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,1996,10893,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,1997,10893,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,1998,10893,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,1999,10871,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2000,10448,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2001,10286,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2002,10109,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2003,9967,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2004,9804,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2005,9649,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2006,9507,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2007,9304,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2008,9090,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2009,8915,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2010,8738,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2011,8593,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2012,8452,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2013,8319,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2014,8170,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2015,8023,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2016,7885,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2017,7737,1,Reform-CEM primary
All-SW|Mixed-Or-Other|10-14yr,2018,7592,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2013,5508,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2014,5442,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2015,5396,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2016,5329,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2017,5272,1,Reform-CEM primary
All-SW|Mixed-Or-Other|0-4yr,2018,5218,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,1990,5375,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,1991,5375,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,1992,5375,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,1993,5375,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,1994,5375,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,1995,5375,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,1996,5375,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,1997,5375,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,1998,5375,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,1999,5354,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2000,4829,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2001,4638,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2002,4493,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2003,4341,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2004,4227,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2005,4114,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2006,4014,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2007,3923,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2008,3796,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2009,3695,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2010,3603,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2011,3535,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2012,3472,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2013,3421,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2014,3377,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2015,3332,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2016,3283,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2017,3239,1,Reform-CEM primary
All-SW|Gasoline-Only|15-19yr,2018,3201,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,1990,5933,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,1991,5933,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,1992,5933,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,1993,5933,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,1994,5933,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,1995,5933,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,1996,5933,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,1997,5933,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,1998,5933,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,1999,5914,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,2000,5438,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,2001,5270,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,2002,5118,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,2003,4968,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,2004,4823,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,2005,4687,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,2006,4553,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,2007,4417,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,2008,4261,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,2009,4128,1,Reform-CEM primary
All-SW|Gasoline-Only|10-14yr,2010,4007,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,1990,2295,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,1991,2800,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,1992,3110,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,1993,3438,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,1994,3438,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,1995,3438,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,1996,3438,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,1997,3438,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,1998,3438,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,1999,3438,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2000,3348,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2001,3295,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2002,3232,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2003,3158,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2004,3080,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2005,3005,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2006,2934,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2007,2823,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2008,2728,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2009,2654,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2010,2569,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2011,2500,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2012,2457,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2013,2418,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2014,2375,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2015,2349,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2016,2330,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2017,2301,1,Reform-CEM primary
All-SW|Gasoline-Only|5-9yr,2018,2262,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,1990,10046,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,1991,10046,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,1992,10046,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,1993,10046,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,1994,10046,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,1995,10046,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,1996,10046,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,1997,10046,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,1998,10046,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,1999,10002,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2000,9062,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2001,8725,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2002,8468,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2003,8225,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2004,8003,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2005,7837,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2006,7702,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2007,7566,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2008,7403,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,1990,373,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,1991,373,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,1992,373,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,1993,373,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,1994,373,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,1995,373,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,1996,373,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,1997,373,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,1998,373,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,1999,373,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2000,365,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2001,363,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2002,358,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2003,355,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2004,351,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2005,348,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2006,346,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2007,343,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2008,337,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2009,333,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2010,324,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2011,324,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2012,322,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2013,321,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2014,319,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2015,317,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2016,309,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2017,303,1,Reform-CEM primary
Mixed|Mixed-Or-Other|10-14yr,2018,296,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2009,7252,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2010,7126,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2011,7029,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2012,6982,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2013,6920,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2014,6863,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2015,6822,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2016,6782,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2017,6725,1,Reform-CEM primary
All-SW|Gasoline-Only|25yr+,2018,6667,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,1990,4722,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,1991,4722,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,1992,4722,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,1993,4722,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,1994,4722,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,1995,4722,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,1996,4722,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,1997,4722,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,1998,4722,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,1999,4687,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2000,4188,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2001,4030,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2002,3923,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2003,3813,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2004,3725,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2005,3641,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2006,3559,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2007,3486,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2008,3371,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2009,3282,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2010,3216,1,Reform-CEM primary
All-SW|Gasoline-Only|20-24yr,2011,3150,1,Reform-CEM primary
